Time (s),Voltage 1 (V),Current 1 (A),Voltage 2 (V),Current 2 (A),Voltage 3 (V),Current 3 (A),Peak (A),Signal Angle (deg),Delta t (s),PMU1 Voltage DFT Real,PMU1 Voltage DFT Imag,PMU1 Voltage Magnitude,PMU1 Voltage Phase,PMU1 Voltage DFT RMS,PMU1 Current DFT Real,PMU1 Current DFT Imag,PMU1 Current Magnitude,PMU1 Current Phase,PMU1 Current DFT RMS,PMU1 Sync Offset,PMU1 Mag Noise,PMU1 Phase Noise,PMU1 Clock Drift,PMU1 Packet Loss,PMU1 Bad Data,PMU2 Voltage DFT Real,PMU2 Voltage DFT Imag,PMU2 Voltage Magnitude,PMU2 Voltage Phase,PMU2 Voltage DFT RMS,PMU2 Current DFT Real,PMU2 Current DFT Imag,PMU2 Current Magnitude,PMU2 Current Phase,PMU2 Current DFT RMS,PMU2 Sync Offset,PMU2 Mag Noise,PMU2 Phase Noise,PMU2 Clock Drift,PMU2 Packet Loss,PMU2 Bad Data,PMU3 Voltage DFT Real,PMU3 Voltage DFT Imag,PMU3 Voltage Magnitude,PMU3 Voltage Phase,PMU3 Voltage DFT RMS,PMU3 Current DFT Real,PMU3 Current DFT Imag,PMU3 Current Magnitude,PMU3 Current Phase,PMU3 Current DFT RMS,PMU3 Sync Offset,PMU3 Mag Noise,PMU3 Phase Noise,PMU3 Clock Drift,PMU3 Packet Loss,PMU3 Bad Data
0.3,1.121756528242501e-12,2.3093816746440945,-11.348533552792896,1.1470969890556628,-22.625084948680232,-3.456478663699767,10,0.0,0.001,1010.187087339582,-3109.028038439182,1.0058515713186418,-72.53400000249158,231.15507019345927,45.36645136986047,-64.9101041923834,0.7914092458230747,-55.73284795660781,5.599748447992991,-0.5701156920474232,-0.0051477427986322,-0.1188939924298904,0.006,False,False,896.3126408387973,-3125.8112509288467,1.0005341496457405,-74.21030197308556,229.93555973968856,17.904812862449944,-17.96957666123576,0.254406395675589,-45.74818817420688,1.793722399123373,-0.4968318115350719,0.0073574127832099,-0.1539207821982525,0.006,False,False,784.6596476451613,-3147.0966092987137,0.9979882093847684,-76.06505988131148,229.34589413048244,-63.27126423231071,82.87968085361871,1.0428368618403954,127.77097280879468,7.373023252354685,0.3086130419915178,0.0013391392317687,0.0978455937205105,0.006,False,False
0.301,101.01791488593176,4.537199582469198,89.63107413328268,1.7900617663447562,78.46587994716481,-6.327261348813907,10,18.0,0.001,1921.4865523770868,-2644.696709602422,1.0058478681751997,-54.69956734201421,231.15504814677809,63.20550072748342,-47.71381043303848,0.7916871062071442,-37.54434410806764,5.599795991039244,-0.5701156920474232,-0.0024363749787431,0.0688938530408943,0.00602,False,False,1818.372554652404,-2695.847392354733,1.0005403073106045,-56.17129005944359,229.93555521470492,22.58054787625059,-11.557466288119066,0.2544521596687842,-27.44490843034041,1.793678022099638,-0.4968318115350719,0.0078778113039859,0.1507616500617121,0.00602,False,False,1718.76191222871,-2750.593602287893,0.9979593840549186,-57.58055495243357,229.3458924406014,-85.78604860373407,59.27127672115704,1.041962196576992,145.54244601764134,7.373035460106711,0.3086130419915178,-0.0074247777707439,-0.1308254636132772,0.00602,False,False
0.302,192.1473964762878,6.32084817532462,181.83694279324453,2.2578308232225988,171.87604556645906,-8.5786789985472,10,36.0,0.001,2644.696709624497,-1921.4846331948304,1.0058663505744363,-36.226581166046735,231.15496838163045,74.85709516316311,-25.846724623512955,0.7927697643192828,-19.82770094101323,5.59983833250147,-0.5701156920474232,0.0083303262725115,-0.2148100202134304,0.00604,False,False,2562.437277734182,-2001.9953534749743,1.000544624491498,-38.98205198552038,229.93553659294545,25.046292451645343,-4.014205474715324,0.2531719076703301,-9.958749535867964,1.7936423990954566,-0.4968318115350719,-0.0048743301449092,-0.362517021621989,0.00604,False,False,2484.61967851537,-2084.843395839661,0.9979731493005516,-39.63710695737443,229.34588433239944,-99.90338761480837,29.86093009822778,1.041530807327934,163.9430723367884,7.3730461829714224,0.3086130419915178,-0.0117538346820275,0.2697232831817891,0.00604,False,False
0.303,264.4680705077517,7.485722080571425,256.24332300794987,2.504622798955223,248.46177561405432,-9.99034487952665,10,54.0,0.001,3109.0249332094418,-1010.1850693797436,1.0058670699332075,-18.721527061001247,231.15481727313983,79.18064628489805,-1.4495030234986452,0.7918458410372101,-1.7432540046702798,5.599855268267775,-0.5701156920474232,-0.000932857338613,-0.1304429144417233,0.00606,False,False,3055.6726263565047,-1112.1742657365098,1.000553623470788,-20.48609202991656,229.93549961707745,25.060719260640443,3.921935872551834,0.253469856613446,8.245275209892732,1.7936293246502244,-0.4968318115350719,-0.0018763506559827,-0.158445338375013,0.00606,False,False,3007.2654781968886,-1215.014288510593,0.9979864070648437,-21.76470923038371,229.34586738853244,-104.24136554553826,-2.4724328490536407,1.0436511596422566,-178.39828547648625,7.373050662714725,0.3086130419915178,0.0094433531474647,-0.0716649353219435,0.00606,False,False
0.304,310.90070783911654,7.917790408371935,305.5668054123912,2.506283671440755,300.7263278187669,-10.424074079812687,10,72.0,0.001,3269.019822711409,-0.0025121675734141,1.0058613178163012,-0.7714231351817608,231.1546084473165,75.75293548771015,23.089523114289754,0.7918402139095263,16.304924007775732,5.599836297897687,-0.5701156920474232,-0.0009623004607899,-0.0822813487667935,0.00608,False,False,3249.797359260251,-113.48605640253028,1.0005613089889354,-2.6992577437906027,229.93544704169364,22.622415077162884,11.474235650799685,0.2532945856699461,26.469125035130716,1.793643983199466,-0.4968318115350719,-0.0036497904101228,0.0654577666656103,0.00608,False,False,3235.539132753171,-226.2512341147819,0.9979682580613116,-3.938137410869644,229.3458425665877,-98.37535056487266,-34.5637587650898,1.0432111521586127,-160.36161837841146,7.373046527295523,0.3086130419915178,0.0050491266769463,-0.0350185994659112,0.00608,False,False
0.305,326.90018653853326,7.574759371146671,324.9792710071826,2.262650758702873,323.55368704621907,-9.83741012984954,10,90.0,0.001,3109.0202753804324,1010.1792820092523,1.0058566540792904,17.194900013242755,231.15437757619205,64.90954147347034,45.368149828529205,0.792488856687938,34.35960460858102,5.599784635662358,-0.5701156920474232,0.0055971887571917,-0.0277818645226258,0.0061,False,False,3125.8092749688485,896.3106988198457,1.000518185633346,15.376536905478384,229.9353875798612,17.97001920685616,17.903538520815054,0.2542635600874749,44.411136979644304,1.7936809664222448,-0.4968318115350719,0.0059876515899306,0.0080489029399077,0.0061,False,False,3147.0956648672154,784.6587415855704,0.9979741875493948,14.36767212890362,229.3458138333102,-82.87956068032608,-63.2716883493445,1.0422581608523795,-142.21702716837734,7.3730346958157025,0.3086130419915178,-0.004464054146158,0.1095203070267387,0.0061,False,False
0.306,310.9003973327779,6.490212287536244,312.58050038896687,1.797568652799489,314.709356174317,-8.287780940335745,10,108.0,0.001,2644.6884734717883,1921.476730171987,1.0058568988967689,35.22823869574044,231.1541687522309,47.71198653017176,63.2054598983322,0.7929269425255422,52.56161945753636,5.599715983697285,-0.5701156920474232,0.0100751356733236,0.1737220161546236,0.00612,False,False,2695.8452718401995,1818.370067806905,1.000531304922628,33.47463606718335,229.93533257417448,11.558867609477948,22.58059818729965,0.2540373921136504,62.538449309365966,1.793726337697195,-0.4968318115350719,0.0036618071793086,0.1367851166900375,0.00612,False,False,2750.592576726094,1718.7607301858934,0.9979863372610857,32.23395955769149,229.3457866494373,-59.27085413964924,-85.78605808563195,1.0415761341312144,-124.1961045208918,7.373019026258849,0.3086130419915178,-0.0112621612579906,0.1303299944846181,0.00612,False,False
0.307,264.4675422428202,4.770321719059032,269.5841796836307,1.15655552556829,275.0590838636808,-5.92687724462728,10,126.0,0.001,1921.476730202913,2644.6858320248384,1.0058411354392427,54.12567427651438,231.15401764650545,25.843818004965318,74.85531894437482,0.7912120619917041,70.56769950976921,5.5996525353533535,-0.5701156920474232,-0.0069839401565593,0.1789220390652572,0.00614,False,False,2001.9932959848145,2562.434489576238,1.0005396016302268,51.37919827312473,229.9352916641764,4.016428578622389,25.047662748355823,0.2528232130598977,80.16436430617007,1.7937629549114715,-0.4968318115350719,-0.0085317679192646,-0.2350350973920979,0.00614,False,False,2084.8423895367705,2484.6183361964218,0.9980175479127056,50.47524056651118,229.34576588388185,-29.86024658358722,-99.9029816927306,1.0425322702227808,-106.70331138689716,7.373004841016551,0.3086130419915178,-0.0016807393802859,-0.3770564194872497,0.00614,False,False
0.308,192.1468207658873,2.5834556267782043,200.19909570212215,0.4023482072827057,208.48411866174692,-2.985803834060861,10,144.0,0.001,1010.178273119815,3109.014064995441,1.0058630188504534,71.6569933719289,231.15393788364076,1.445798153411526,79.17730845013782,0.7923488022466862,88.31548355833178,5.599614498208191,-0.5701156920474232,0.0044372550398247,-0.0744412416430107,0.00616,False,False,1112.1724726396135,3055.6698098433435,1.000569502841788,69.23705617275738,229.9352691050828,-3.919108452980872,25.06327565730984,0.2553497211705519,98.26577666255449,1.7937770175533612,-0.4968318115350719,0.0167134256083946,-0.1308419412460142,0.00616,False,False,1215.0133999703917,3007.2641069975625,0.9979767847520024,68.31195508547113,229.34575395397508,2.473310299569764,-104.24058410744748,1.0433239445414717,-88.38963862485481,7.372996893699263,0.3086130419915178,0.0062472430105164,-0.0636102843230689,0.00616,False,False
0.309,101.01751132744756,0.143695061113198,111.2171498420998,-0.3912379529183157,121.50128499697914,0.2475428918051258,10,162.0,0.001,-0.002512108520321,3269.010027734625,1.0058489016438348,89.67058396544975,231.15391583786604,-23.09366361578335,75.74836268523602,0.791614778986761,106.35047792713068,5.599612374393879,-0.5701156920474232,-0.0028999740324237,-0.040657625315647,0.00618,False,False,113.4847031495576,3249.794790070041,1.0005260109912304,87.35537918602127,229.93526214366648,-11.47108058324579,22.625907550760413,0.2538604165674297,116.0714109254225,1.793763337571146,-0.4968318115350719,0.0018397259935534,-0.322432810283272,0.00618,False,False,226.25055031339585,3235.53786689592,0.9979763363475944,85.75281831885542,229.34574990213483,34.56474419902938,-98.37427023599616,1.043305070832508,-70.50966036765381,7.372997553915616,0.3086130419915178,0.0060575722339603,-0.1838682434648464,0.00618,False,False
0.31,-2.2430971644112735e-12,-2.3101230864612807,11.348518875746006,-1.146533500919933,22.625070706777255,3.456656587381329,10,180.0,0.001,-1010.1820425092976,3109.012512426992,1.005857369262485,107.3070635937788,231.15391583786607,-45.37232067735982,64.90418125955546,0.7913462566123746,124.42845543392222,5.599642947823729,-0.5701156920474232,-0.0056284351354297,0.0362738182604132,0.0062,False,False,-896.3114798639299,3125.8072045175227,1.0005611484826729,105.33842452665829,229.9352620711917,-17.900364601347704,17.974106050003783,0.2533522349289202,134.23532465737887,1.7937273220280228,-0.4968318115350719,-0.0031911567219996,-0.1562698676476093,0.0062,False,False,-784.6591537134559,3147.094628262577,0.997974936027848,104.1538833587027,229.34574976163705,63.27268527870774,-82.87828730955889,1.042268260753142,-52.29415274350585,7.373005903206707,0.3086130419915178,-0.0043223362403972,0.0314347202550394,0.0062,False,False
0.311,-101.01741044027278,-4.537786681183631,-89.63095822507319,-1.789616502105922,-78.46583055499401,6.327403183289591,10,198.0,0.001,-1921.4769567016303,2644.6835024110646,1.0058432042075764,125.35175125194152,231.153893792216,-63.20925281688089,47.70636356516592,0.7924185477833257,142.18590868553164,5.599690512108751,-0.5701156920474232,0.0050272105171184,-0.2069891036326602,0.00622,False,False,-1818.3702003097708,2695.843902678375,1.0005686456130776,123.75700101208668,229.93525755071545,-22.577716117542664,11.563148863486717,0.2533795554146766,152.49338909939067,1.7936829105551235,-0.4968318115350719,-0.0028551445571368,0.1031990760995752,0.00622,False,False,-1718.760830299017,2750.591870843498,0.9979736384081296,121.99965607123968,229.34574807177583,85.78696893442364,-59.26951242865223,1.0434345376300904,-34.24425421789411,7.3730180870814115,0.3086130419915178,0.0073232019282376,0.0811892273185307,0.00622,False,False
0.312,-192.14643696827085,-6.321223481891674,-181.83670767062677,-2.2575473941878714,-171.87593737521243,8.578770876079522,10,216.0,0.001,-2644.683502433897,1921.475037608388,1.0058578039028307,143.028237131213,231.1538140308113,-74.85836262713516,25.83848269924728,0.79193318157603,160.11433088140163,5.599732870153257,-0.5701156920474232,0.0001136451231449,-0.2789140118313579,0.00624,False,False,-2562.43396069822,2001.992761982426,1.0005449225242236,141.39833411628194,229.93523894750876,-25.04535472023033,4.02048517545731,0.2534462527140851,170.48668943396305,1.793647253654179,-0.4968318115350719,-0.0021377450901435,0.0970627569496915,0.00624,False,False,-2484.6181144957627,2084.842083472061,0.9979928200231192,140.24782033928506,229.3457399636693,99.90371734736549,-29.85896787470417,1.04239251707143,-16.297371235536037,7.3730287882134675,0.3086130419915178,-0.0031121373444532,0.0279947562008925,0.00624,False,False
0.313,-264.46674986468014,-7.485848844800594,-256.24299170788044,-2.5045289823149246,-248.4616192143749,9.990377827115562,10,234.0,0.001,-3109.009407343756,1010.1800246426424,1.0058629660145828,161.58791405515643,231.15366292943511,-79.1793049124741,1.4412727897987834,0.7919131503080835,178.310704430525,5.599749813017167,-0.5701156920474232,-0.0001106283842453,-0.0826202993806999,0.00626,False,False,-3055.6686714814887,1112.17282589678,1.000544044323537,159.82483017305475,229.93520200848627,-25.06176772277447,-3.9156736704402126,0.2537298475231871,-171.97066401901287,1.7936341623693486,-0.4968318115350719,0.0007167168734317,-0.3602435651437429,0.00626,False,False,-3007.2635851854648,1215.0135236823344,0.9979912103508036,158.53564012438707,229.345723020002,104.24107263524844,2.4744008806418263,1.0424418358039138,1.8634188574694748,7.373033257711938,0.3086130419915178,-0.0026252708449679,0.1887544684652013,0.00626,False,False
0.314,-310.8991553376411,-7.91765620752479,-305.56641038081085,-2.50638868799274,-300.7261385202444,10.42404489551753,10,252.0,0.001,-3269.003497965685,0.0025120485019698,1.0058231979567422,179.5266092297553,231.1534541134762,-75.74911643689181,-23.09693600929002,0.7914884954809782,-163.59938214690945,5.599730839061388,-0.5701156920474232,-0.0043303434297038,0.0072766570328986,0.00628,False,False,-3249.793153765654,113.4859089134723,1.0005488941382006,177.94621275221232,229.93514948550205,-22.62534748191117,-11.468603977898816,0.2533584746342475,-153.4966823145544,1.7936488311248393,-0.4968318115350719,-0.0030177567689223,0.1137913497906409,0.00628,False,False,-3235.537096051643,226.25109169120205,0.9980010719695804,176.0357049677272,229.3456981983503,98.37446391880272,34.56553998718917,1.042618137134381,19.72787167244939,7.373029128491829,0.3086130419915178,-0.000856417941217,0.0531865217592319,0.00628,False,False
0.315,-326.89855414986056,-7.574377327349075,-324.97885092141564,-2.2629443665980222,-323.55348337877,9.83732169394711,10,270.0,0.001,-3109.0047497350124,-1010.174237546458,1.005846269992685,-162.53865624882403,231.153223253294,-64.90361844674509,-45.37401969954988,0.7920553097997983,-145.53880462709893,5.599679165441449,-0.5701156920474232,0.00141087729263,0.0676729618758052,0.0063,False,False,-3125.805230526904,-896.3095397801703,1.0005503910103406,-164.43376716274176,229.93509008294376,-17.97454885795303,-17.89908880235896,0.2536171105772576,-135.47131223859617,1.7936858512594571,-0.4968318115350719,-0.0004837517152776,0.1397408418308862,0.0063,False,False,-3147.0936838422376,-784.6582476645506,0.997978070526424,-165.7730627449999,229.3456694654132,82.87816730469783,63.2731085019091,1.0427795430614937,37.67260422511841,7.373017318330347,0.3086130419915178,0.0007743434204498,-0.0021331729360873,0.0063,False,False
0.316,-310.8988448465093,-6.489619784700867,-312.5800963708446,-1.7980221463755337,-314.709158074342,8.287641931076317,10,288.0,0.001,-2644.675266670708,-1921.4671349601213,1.0058390846673737,-144.81132033987225,231.15301443926316,-47.70453920688448,-63.20921206395134,0.7922472454454497,-127.48888301726925,5.599610500153895,-0.5701156920474232,0.0034273411300687,0.1170833905424838,0.00632,False,False,-2695.8417842776425,-1818.3677159427036,1.0005560006430678,-146.48946380168192,229.9350351320993,-11.564551395117377,-22.577766250337987,0.2532893659666235,-117.69978795437513,1.7937312756168526,-0.4968318115350719,-0.0038254375639098,-0.0873100280974611,0.00632,False,False,-2750.590845293847,-1718.7596482701597,0.998004589069662,-147.53373289412602,229.3456422818633,59.269090602001405,85.78697831428946,1.0423901091137189,55.55678850376626,7.373001678110693,0.3086130419915178,-0.0030978774465467,-0.1180616841330611,0.00632,False,False
0.317,-264.46622162562,-4.769576744776483,-269.58383127410946,-1.1571245418634208,-275.0589107225488,5.926701286639842,10,306.0,0.001,-1921.4671349920727,-2644.672625349037,1.0058569255002587,-126.54419426618232,231.152863340747,-25.83557530877418,-74.85658599043987,0.7912921955650489,-109.43501626914804,5.599547043145303,-0.5701156920474232,-0.0060334159117601,0.1700697903298172,0.00634,False,False,-2001.990706543584,-2562.431175319415,1.0005612708613654,-128.1960960411177,229.93499426289728,-4.022710318758499,-25.04672613471605,0.2534473279977438,-99.44997757293277,1.7937679453821698,-0.4968318115350719,-0.0022976761321477,0.1647670037210916,0.00634,False,False,-2084.8410771811223,-2484.6167721926986,0.9979925910168292,-129.78252322480435,229.3456215165553,29.85828562753228,99.90331212515594,1.0421944673678434,73.76492482034843,7.372987520059839,0.3086130419915178,-0.0050342723977633,0.089895383497343,0.00634,False,False
0.318,-192.145861286065,-2.58263109713262,-200.198836991438,-0.4029770658391285,-208.4839874276367,2.985608162971768,10,324.0,0.001,-1010.1732287066492,-3108.9985396455345,1.0058255063398365,-109.05662510165668,231.1527835817004,-1.437566907181004,-79.17596620718675,0.7913503163626577,-91.51381475882646,5.599509006803275,-0.5701156920474232,-0.0053984164249136,0.0901235951690872,0.00636,False,False,-1112.1710345878928,-3055.665857776165,1.0005531307828115,-110.57948618331446,229.934971726304,3.9128435822641423,-25.06432642333913,0.2534552036604224,-81.29454037411776,1.793782043553455,-0.4968318115350719,-0.0022388573303983,0.3229875814558631,0.00636,False,False,-1215.0126351527128,-3007.2622140024023,0.9979718324976792,-111.6429197432282,229.3456095867912,-2.4752766750834017,104.2402926305258,1.0430556330912948,91.52857378083574,7.372979588441792,0.3086130419915178,0.0035886018385631,-0.1466818894272374,0.00636,False,False
0.319,-101.0170069015514,-0.1428716838463853,-111.21700613419829,0.3906108015010885,-121.50120851588063,-0.2477391176547758,10,342.0,0.001,0.002511987482876,-3268.9937034550085,1.0058484739314266,-90.6185561505844,231.15276153698443,23.10107766457868,-75.74454239699477,0.7922349933830951,-73.7216587863264,5.5995068944484006,-0.5701156920474232,0.0034513411003709,-0.118931547442558,0.00638,False,False,-113.484557010119,-3249.7905871371127,1.0005363071097482,-92.33051929529952,229.9349647718324,11.46544587393489,-22.628843219584382,0.2533918488569997,-63.42487831685341,1.7937683720935946,-0.4968318115350719,-0.0028530710006729,0.1954273483532469,0.00638,False,False,-226.2504078979798,-3235.535830209444,0.9979630059397238,-93.77985398799784,229.3456055349995,-34.56652353851386,98.373385616579,1.04288548375111,109.77650379274208,7.372980247907484,0.3086130419915178,0.0018861758113886,0.1010123235925974,0.00638,False,False
0.32,-1.2810696591131345e-12,2.310864711901696,-11.348504213362071,1.1459694508458549,-22.625056465053195,-3.4568341627475614,10,0.0,0.001,1010.176997914357,-3108.9969871518915,1.005830137574965,-72.37061007891616,231.15276153698449,45.37819173041083,-64.89825675001019,0.792405844330873,-55.679494979612194,5.599537487110953,-0.5701156920474232,0.00511658601986,-0.0778140874620218,0.0064,False,False,896.3103200452207,-3125.8031621402606,1.0005251482560076,-74.56508914551128,229.9349646994299,17.89591177597122,-17.978639605543762,0.2532295203186042,-45.47687128007586,1.7937323383930115,-0.4968318115350719,-0.0044253970365611,0.1456861441363031,0.0064,False,False,784.6586597875015,-3147.092647249956,0.9979957360055284,-75.67069332817525,229.34560539450345,-63.27410350638228,82.8768963555537,1.0426165657652957,127.96100657186338,7.372988581323576,0.3086130419915178,-0.0008147892768109,0.2853108041016032,0.0064,False,False
0.321,101.01690601939968,4.538373953436239,89.63084243264605,1.7891707822689134,78.46578116342971,-6.327544735705276,10,18.0,0.001,1921.46736147928,-2644.6702958475075,1.0058450457952317,-54.73259335801779,231.1527394924002,63.21300607712063,-47.69891465900496,0.7917484715554765,-37.56393503321216,5.599585072553648,-0.5701156920474232,-0.0015244377125355,0.0370295163288321,0.00642,False,False,1818.367848313491,-2695.8404164813046,1.0005536442949603,-56.439256617050994,229.93496018346505,22.574881307224885,-11.568836811585822,0.2536647415225156,-27.303666418747262,1.793687892595023,-0.4968318115350719,-1.0329147140352964e-05,0.3202973186310128,0.00642,False,False,1718.7597483820884,-2750.590139419681,0.9979793521132584,-57.98938260489799,229.3456037046627,-85.7878873843458,59.26775147059041,1.0426407805323272,145.39448106128947,7.373000741302306,0.3086130419915178,-0.0005898384133334,-0.2813584772255225,0.00642,False,False
0.322,192.14547750755105,6.321598904990745,181.8364727829205,2.2572636604378022,171.87582918529858,-8.578862565428532,10,36.0,0.001,2644.670295871103,-1921.4654424780676,1.0058284453370836,-36.76265382932163,231.15265973486424,74.85963057346449,-25.830238475070978,0.7919514149517737,-19.9560996059487,5.599627447105127,-0.5701156920474232,0.0004450695850343,-0.3554822235881386,0.00644,False,False,2562.430646969321,-2001.9901730736876,1.0005545436735963,-38.64575063568281,229.93494159882732,25.044415747894107,-4.026770928623206,0.2539018147569342,-9.553295715135665,1.793652201884428,-0.4968318115350719,0.0024108774840194,0.071232280617477,0.00644,False,False,2484.6165504947285,-2084.840771120064,0.9979797302656028,-40.03270791568282,229.3455955966544,-99.90404632135876,29.857009403693738,1.041820646178932,163.40774559119262,7.373011420685733,0.3086130419915178,-0.0088062848761656,-0.2681712818492678,0.00644,False,False
0.323,264.465429286916,7.485975657232229,256.2426607388763,2.504435041600658,248.4614628166284,-9.990410698832871,10,54.0,0.001,3108.9938822200584,-1010.1749801440492,1.005838025306984,-18.617000137512868,231.15250864084064,79.17796328763151,-1.4330402198455587,0.7910609923200242,-1.6506559270346186,5.599644397035056,-0.5701156920474232,-0.0084831275532465,-0.0501183873147236,0.00646,False,False,3055.6647205506724,-1112.17138749228,1.00056800284523,-20.501569701250155,229.9349046966828,25.06281687538366,3.90940532878247,0.2540560981246312,8.634602488253002,1.7936390937891165,-0.4968318115350719,0.0039722488071564,0.2591778085194768,0.00646,False,False,3007.2616921966373,-1215.0127588631394,0.9980108004619096,-21.947824892945125,229.34557865319317,-104.2407801630152,-2.47636510893738,1.0425579473067568,-178.61478074725582,7.373015879932317,0.3086130419915178,-0.0014395799249144,-0.2907279765391709,0.00646,False,False
0.324,310.89760291318424,7.917521981924647,305.5660157440566,2.5064937731811305,300.7259492240688,-10.424015755105788,10,72.0,0.001,3268.987174003999,-0.0025119254631107,1.005843984312633,-0.8333614383035617,231.1522998350758,75.74529642451363,23.10435104834271,0.7919982218765673,16.166666768297514,5.599625419526957,-0.5701156920474232,0.000916006261518,-0.2328121775364262,0.00648,False,False,3249.788952466391,-113.48576157035782,1.0005373618498392,-2.1704405218488447,229.9348522261448,22.62828244018128,11.46296667918666,0.2530992115449427,26.29288147827185,1.7936537727230977,-0.4968318115350719,-0.005617376137247,-0.0824900607282864,0.00648,False,False,3235.535059374548,-226.2509492692133,0.9979931653769544,-3.735800456921083,229.3455538318443,,,,,,0.3086130419915178,0.0050539097749827,-0.5381189054958079,0.00648,True,False
0.325,326.8969218424279,7.573995188358685,324.9784312555951,2.263238229045082,323.5532797138542,-9.837233417403748,10,90.0,0.001,3108.9892248389347,1010.169193331311,1.0058338788594652,17.331662106133937,231.15206898620045,64.897693844279,45.37989131297145,0.7911317800691436,34.63496675987975,5.599573734617159,-0.5701156920474232,-0.0076753183123122,0.2353065009154704,0.0065,False,False,3125.801190120767,896.3083818983545,1.0005347448575737,15.384171029808137,229.93479288291337,17.97908267497626,17.894634522166346,0.2533006872624475,44.49181881235382,1.7936908297077552,-0.4968318115350719,-0.0036550254524821,0.1170269117171576,0.0065,False,False,3147.0917028411413,784.6577537496173,0.997989636375571,14.089793887205497,229.3455250992588,-82.87677651925499,-63.27452583513819,1.04205904808375,-142.23308642572448,7.372999968087653,0.3086130419915178,-0.0064060694084565,0.0908933927074093,0.0065,False,False
0.326,310.8972924377498,6.489027125634592,312.57969275668256,1.7984760554331372,314.7089599768387,-8.28750318106769,10,108.0,0.001,2644.6620605104317,1921.457540216858,1.0058440646368076,35.296071951351564,231.1518601824296,47.697089848583765,63.21296540042326,0.7917116785917406,52.53904210768357,5.599505056136203,-0.5701156920474232,-0.0017792070471322,0.1388704554977124,0.00652,False,False,2695.8383001962525,1818.3653664270469,1.000560220950799,33.525762113444074,229.93473798696,11.570240550755091,22.574931261700904,0.2544513673095695,62.1058188501182,1.7937363070876085,-0.4968318115350719,0.0077874602913679,-0.2675472468629785,0.00652,False,False,2750.589113882581,1718.7585663676423,0.9979899835327676,32.48789232752249,229.34549791604277,-59.267330399338434,-85.78789666212444,1.0424787512997875,-124.23958489950289,7.372984357224586,0.3086130419915178,-0.0021869601538089,0.0842822994037585,0.00652,False,False
0.327,264.46490107456134,4.768831568584367,269.5834832130136,1.1576940938453095,275.05873758358393,-5.9265256624295946,10,126.0,0.001,1921.4575402498367,2644.659419318212,1.005849932367525,53.67956217856764,231.1517090913616,25.82733031792548,74.85785352203294,0.7921699623303271,70.26105096911606,5.599441590586232,-0.5701156920474232,0.0028933841802462,-0.1400013489105523,0.00654,False,False,2001.9881196879917,2562.4278643721245,1.0005498048082944,51.5393633785019,229.93469715859047,4.028998106965309,25.04578827749215,0.2541444559963378,80.58010664884155,1.793773029380938,-0.4968318115350719,0.004666413993783,0.2090090579063052,0.00654,False,False,2084.839764841476,2484.6152082080725,0.9979852984049205,50.602370308088624,229.3454771509905,-29.85632842489026,-99.90364179952522,1.0436398692023603,-106.31916301457686,7.372970226381888,0.3086130419915178,0.0094442029013098,0.0045252346194977,0.00654,False,False
0.328,192.14490185444896,2.5818063397057647,200.1985785395252,0.4036065278160403,208.48385619517416,-2.9854128675218154,10,144.0,0.001,1010.16818454273,3108.9830150547814,1.005837252141428,71.50830095555564,231.1516293362592,1.4293333314142291,79.17462371783785,0.7921485351727187,88.338223096831,5.5994035551268775,-0.5701156920474232,0.002732902866631,-0.063977300869854,0.00656,False,False,1112.169597972999,3055.661909655687,1.0005419626697365,69.57795998435475,229.93467464451797,-3.906572577548904,25.06537787484362,0.2546965804124926,98.40318642459518,1.793787163116568,-0.4968318115350719,0.0101676700347165,0.0348747855717396,0.00656,False,False,1215.011870344454,3007.260321030381,0.9979756534980404,68.56605290539662,229.34546522137384,2.477239246135153,-104.24000159268144,1.0433188452020523,-88.3443391764139,7.37296231047088,0.3086130419915178,0.0062451576869334,-0.0208767668759302,0.00656,False,False
0.329,101.01650250107848,0.1420480752381162,111.21686257006546,-0.3899830380082774,121.50113203574548,0.247934962770238,10,162.0,0.001,-0.0025118624739377,3268.9773799749028,1.0058654132058995,89.6563297326218,231.15160729263687,-23.108493849903056,75.74072115547517,0.7923861197321953,106.35460571197396,5.599401454246003,-0.5701156920474232,0.0051117195556234,-0.0488061613049504,0.00658,False,False,113.4844110178295,3249.7863884018034,1.0005567042454515,87.08694365533,229.9346676969972,-11.459805545011736,22.63178143508234,0.2539985892393235,116.6267302103184,1.7937735002708948,-0.4968318115350719,0.003207080484677,0.261199116949314,0.00658,False,False,226.2502654844296,3235.533793547905,0.9979622949817822,86.26078287105537,229.3454611696324,34.5682993949153,-98.37250259055727,1.0421746390415696,-70.61189393428363,7.372962969181964,0.3086130419915178,-0.0051978354760415,-0.2886669058806986,0.00658,False,False
